wr 0400 <- 00 (00)
wr 0500 <- 00 (40)
wr 0600 <- 00 (80)
wr 0700 <- 00 (c0)
wr 04ff <- 00 (3f)
wr 05ff <- 00 (7f)
wr 06ff <- 00 (bf)
wr 07ff <- 00 (ff)
wr 04fe <- 00 (3f)
wr 05fe <- 00 (7f)
wr 06fe <- 00 (bf)
wr 07fe <- 00 (ff)
wr 04fd <- 00 (3f)
wr 05fd <- 00 (7f)
wr 06fd <- 00 (bf)
wr 07fd <- 00 (ff)
wr 04fc <- 00 (3f)
wr 05fc <- 00 (7f)
wr 06fc <- 00 (bf)
wr 07fc <- 00 (ff)
wr 04fb <- 00 (3e)
wr 05fb <- 00 (7e)
wr 06fb <- 00 (be)
wr 07fb <- 00 (fe)
wr 04fa <- 00 (3e)
wr 05fa <- 00 (7e)
wr 06fa <- 00 (be)
wr 07fa <- 00 (fe)
wr 04f9 <- 00 (3e)
wr 05f9 <- 00 (7e)
wr 06f9 <- 00 (be)
wr 07f9 <- 00 (fe)
wr 04f8 <- 00 (3e)
wr 05f8 <- 00 (7e)
wr 06f8 <- 00 (be)
wr 07f8 <- 00 (fe)
wr 04f7 <- 00 (3d)
wr 05f7 <- 00 (7d)
wr 06f7 <- 00 (bd)
wr 07f7 <- 00 (fd)
wr 04f6 <- 00 (3d)
wr 05f6 <- 00 (7d)
wr 06f6 <- 00 (bd)
wr 07f6 <- 00 (fd)
wr 04f5 <- 00 (3d)
wr 05f5 <- 00 (7d)
wr 06f5 <- 00 (bd)
wr 07f5 <- 00 (fd)
wr 04f4 <- 00 (3d)
wr 05f4 <- 00 (7d)
wr 06f4 <- 00 (bd)
wr 07f4 <- 00 (fd)
wr 04f3 <- 00 (3c)
wr 05f3 <- 00 (7c)
wr 06f3 <- 00 (bc)
wr 07f3 <- 00 (fc)
wr 04f2 <- 00 (3c)
wr 05f2 <- 00 (7c)
wr 06f2 <- 00 (bc)
wr 07f2 <- 00 (fc)
wr 04f1 <- 00 (3c)
wr 05f1 <- 00 (7c)
wr 06f1 <- 00 (bc)
wr 07f1 <- 00 (fc)
wr 04f0 <- 00 (3c)
wr 05f0 <- 00 (7c)
wr 06f0 <- 00 (bc)
wr 07f0 <- 00 (fc)
wr 04ef <- 00 (3b)
wr 05ef <- 00 (7b)
wr 06ef <- 00 (bb)
